GMT,SWEAT index,Showalter index,LIFTED index,K index,Cross totals index,Vertical totals index,Totals totals index,TLCL,PLCL,CINE,CAPE,PRECIPITABLE WATER,1000-500 THICKNESS,prob,Date,TH
12,196.6,6.2,1.7,8.4,20.1,22.5,42.6,288.39,863.51,-535.2,0.6,39.2,5772,,05/11/1995,0
0,157.7,10.4,5.9,7.4,17.3,22.3,39.6,289.19,948.99,0.0,0.0,37.0,5759,,06/11/1995,0
12,153.9,5.1,1.0,19.8,17.7,23.5,41.2,287.67,851.97,0.0,0.0,33.7,5737,,06/11/1995,0
0,212.4,9.7,4.6,17.8,21.5,24.7,46.2,290.2,951.52,0.0,0.0,42.8,5766,,07/11/1995,1
12,140.6,5.9,0.9,26.9,12.9,23.7,36.6,288.87,842.79,-445.1,0.9,40.2,5783,,07/11/1995,1
0,173.7,6.0,-0.5,34.1,17.9,25.9,43.8,293.63,959.12,-152.1,2.7,39.7,5765,,08/11/1995,1
12,269.4,4.7,-3.6,39.9,22.1,26.5,48.6,296.19,941.39,-130.0,1879.1,62.3,5818,,08/11/1995,1
0,292.7,8.3,2.1,40.1,22.7,22.9,45.6,293.16,967.36,0.0,0.0,58.8,5766,,09/11/1995,0
12,251.0,11.9,7.1,-2.2,3.5,18.5,22.0,296.15,999.98,0.0,66.8,39.0,5794,Prob,09/11/1995,0
0,367.7,6.0,-2.9,30.6,21.7,24.1,45.8,297.89,987.63,-10.1,0.1,51.5,5803,,10/11/1995,0
12,269.9,5.0,-2.8,21.6,23.1,23.1,46.2,295.76,958.72,-27.3,4.6,48.1,5783,,10/11/1995,0
0,146.6,7.3,0.7,15.8,16.9,23.5,40.4,294.13,990.31,-189.7,0.7,29.6,5750,,11/11/1995,0
12,174.3,7.7,1.2,10.6,13.9,20.7,34.6,292.95,927.23,-227.7,0.6,34.1,5781,,11/11/1995,0
0,198.3,9.2,3.7,18.6,14.1,21.3,35.4,292.73,987.93,0.0,0.0,33.0,5734,,12/11/1995,0
12,252.8,6.9,0.6,20.2,19.3,19.7,39.0,293.18,936.26,-55.7,64.6,35.1,5750,,12/11/1995,0
0,191.4,7.9,3.1,13.4,20.3,20.7,41.0,291.42,970.26,0.0,0.0,32.0,5702,,13/11/1995,0
12,189.6,6.6,1.2,9.0,17.7,22.7,40.4,290.6,905.65,0.0,0.0,29.9,5760,,13/11/1995,0
0,194.0,8.0,2.2,8.2,18.3,21.5,39.8,292.67,977.86,0.0,0.0,32.5,5752,,14/11/1995,0
12,46.6,4.6,-1.8,0.8,2.4,25.5,27.9,292.78,921.04,-170.1,1.5,30.6,5762,,14/11/1995,0
0,50.7,9.9,4.3,-1.8,6.5,22.1,28.6,292.47,977.89,0.0,0.0,22.7,5758,,15/11/1995,0
12,251.8,5.8,-0.5,21.8,20.5,25.9,46.4,292.09,905.01,-288.2,129.8,34.3,5802,,15/11/1995,0
0,170.8,6.0,0.3,27.0,18.7,25.1,43.8,292.22,956.65,-263.0,11.1,35.6,5754,,16/11/1995,0
12,220.3,5.5,-1.7,36.9,20.5,22.1,42.6,295.07,964.34,-31.5,923.3,52.1,5751,,16/11/1995,0
0,252.9,3.3,-3.4,40.3,24.5,26.3,50.8,294.25,977.71,-58.4,434.5,51.9,5741,,17/11/1995,0
12,266.2,4.2,-1.4,42.7,25.1,25.1,50.2,296.55,999.98,0.0,1.5,60.1,5753,Prob,17/11/1995,0
0,209.8,4.6,-1.9,35.5,22.1,23.7,45.8,294.09,982.83,-19.1,2.4,49.8,5726,,18/11/1995,1
12,244.3,4.3,-3.1,40.3,23.5,23.5,47.0,295.27,964.31,-19.4,1118.5,55.5,5748,,18/11/1995,1
0,250.3,6.7,0.5,35.9,22.1,22.1,44.2,293.93,990.31,-58.7,3.2,48.5,5733,,19/11/1995,0
12,230.5,6.4,-0.3,23.6,19.9,21.9,41.8,294.36,969.83,-16.7,415.0,39.5,5731,,19/11/1995,0
0,50.4,5.0,-0.1,11.0,4.0,22.9,26.9,292.52,985.46,-4.0,0.8,23.7,5677,,20/11/1995,0
12,180.5,5.7,-0.4,10.4,17.3,20.9,38.2,292.79,936.39,-48.6,113.8,33.6,5734,,20/11/1995,0
0,120.4,7.5,1.5,5.4,13.1,20.9,34.0,292.46,959.37,-57.4,18.2,29.3,5739,,21/11/1995,0
12,148.7,5.3,0.3,8.0,16.9,21.3,38.2,290.04,905.9,-120.2,13.4,27.6,5732,,21/11/1995,0
0,86.8,9.3,6.0,3.8,12.5,20.9,33.4,287.31,940.93,0.0,0.0,22.0,5706,,22/11/1995,0
12,155.6,9.0,4.7,12.4,14.1,26.3,40.4,287.42,875.56,0.0,0.0,29.8,5800,,22/11/1995,0
0,94.6,8.0,4.6,15.0,13.9,24.5,38.4,287.92,954.82,0.0,0.0,30.9,5705,,23/11/1995,0
12,29.1,4.1,-0.2,19.7,-8.8,27.5,18.7,288.7,899.8,-365.8,5.5,33.8,5728,,23/11/1995,0
0,138.0,5.1,0.1,30.3,18.9,25.3,44.2,291.53,962.27,-130.2,7.9,37.8,5706,,24/11/1995,0
12,135.4,6.2,1.0,27.1,14.9,23.7,38.6,291.39,942.67,0.0,0.0,36.1,5716,,24/11/1995,0
0,365.4,8.9,4.6,30.5,20.5,20.7,41.2,290.74,985.58,0.0,0.0,47.8,5706,,25/11/1995,0
12,227.8,4.0,-0.5,34.5,22.3,23.7,46.0,290.75,931.02,-84.3,158.3,41.5,5688,,25/11/1995,0
0,75.7,7.9,4.7,2.6,8.0,24.3,32.3,288.63,965.44,0.0,0.0,26.0,5659,,26/11/1995,0
12,79.5,5.3,2.8,-2.8,8.0,25.1,33.1,283.72,854.72,0.0,0.0,24.2,5685,,26/11/1995,0
0,60.1,12.8,11.0,-11.6,5.8,18.1,23.9,285.01,941.6,0.0,0.0,25.9,5697,,27/11/1995,0
12,50.4,8.3,5.4,3.8,4.6,21.5,26.1,284.25,862.29,0.0,0.0,20.6,5716,,27/11/1995,0
0,62.1,14.0,11.2,3.6,3.2,23.3,26.5,286.6,957.84,0.0,0.0,26.2,5756,,28/11/1995,0
12,64.0,9.6,7.8,0.2,1.8,19.7,21.5,281.5,835.43,0.0,0.0,18.7,5709,,28/11/1995,0
0,69.8,12.8,12.3,-0.2,-3.6,19.1,15.5,280.35,876.17,0.0,0.0,18.1,5696,,29/11/1995,0
12,62.1,9.4,6.7,0.2,2.8,20.3,23.1,283.71,862.66,0.0,0.0,23.1,5727,,29/11/1995,0
0,88.5,15.0,13.4,1.0,7.9,18.5,26.4,284.33,936.08,0.0,0.0,23.5,5728,,30/11/1995,0
12,73.7,8.2,4.5,3.6,4.6,22.7,27.3,285.5,865.37,0.0,0.0,22.3,5746,,30/11/1995,0
0,127.5,12.5,11.5,10.2,12.1,22.1,34.2,286.78,1000.14,0.0,0.0,24.1,5703,,01/12/1995,0
12,120.1,7.4,3.7,8.6,12.9,21.1,34.0,286.61,883.38,-233.9,4.0,27.3,5709,,01/12/1995,0
0,130.2,12.7,10.3,5.6,12.9,19.7,32.6,285.82,944.23,0.0,0.0,27.6,5722,,02/12/1995,0
12,112.7,4.4,1.5,10.6,17.3,22.1,39.4,284.44,854.2,-294.6,0.6,22.7,5677,,02/12/1995,0
0,104.8,13.7,12.8,6.2,10.9,18.9,29.8,283.56,936.33,0.0,0.0,21.0,5671,,03/12/1995,0
12,77.6,9.4,6.9,5.6,-7.8,23.3,15.5,283.53,862.78,0.0,0.0,20.2,5706,,03/12/1995,0
0,83.9,15.7,15.2,-2.0,6.7,20.5,27.2,283.13,944.99,0.0,0.0,21.6,5705,,04/12/1995,0
12,64.5,8.9,6.5,11.8,8.3,21.9,30.2,283.87,866.41,0.0,0.0,21.7,5693,,04/12/1995,0
0,69.8,12.1,11.7,3.2,-9.4,23.3,13.9,283.66,955.8,0.0,0.0,15.2,5658,,05/12/1995,0
12,56.3,10.0,8.8,-2.0,-3.6,24.3,20.7,279.94,823.29,0.0,0.0,16.2,5686,,05/12/1995,0
0,62.1,11.5,10.6,-4.4,9.5,22.5,32.0,282.73,915.54,0.0,0.0,15.9,5670,,06/12/1995,0
12,48.5,1.6,-1.5,2.2,14.3,26.9,41.2,286.76,904.07,-184.8,72.7,15.4,5631,,06/12/1995,0
0,162.7,14.1,11.8,0.6,15.9,18.3,34.2,286.24,960.59,0.0,0.0,26.9,5711,,07/12/1995,0
12,106.9,5.4,2.0,-0.2,16.5,20.1,36.6,286.31,890.64,-141.2,19.4,21.5,5671,,07/12/1995,0
0,31.0,10.8,9.5,-7.0,2.8,20.7,23.5,283.96,927.35,0.0,0.0,15.9,5674,,08/12/1995,0
12,88.2,6.6,3.5,-3.4,14.3,19.1,33.4,285.23,876.88,-174.8,20.4,21.9,5676,,08/12/1995,0
0,121.9,8.4,4.8,-0.6,16.1,22.5,38.6,288.15,957.5,0.0,0.0,23.4,5714,,09/12/1995,0
12,156.0,5.2,1.4,8.6,19.1,22.5,41.6,287.61,906.97,0.0,0.0,24.6,5697,,09/12/1995,0
0,161.9,9.1,7.7,11.2,19.7,22.5,42.2,285.37,952.68,0.0,0.0,21.7,5654,,10/12/1995,0
12,110.4,3.5,-0.7,18.0,16.5,23.3,39.8,288.81,922.47,-81.1,9.6,27.9,5662,,10/12/1995,0
0,52.4,9.5,8.0,13.6,2.0,23.7,25.7,283.86,915.05,0.0,0.0,21.5,5665,,11/12/1995,0
12,62.1,5.3,2.8,13.4,11.2,23.5,34.7,283.89,862.53,0.0,0.0,20.4,5665,,11/12/1995,0
0,138.3,13.7,11.3,18.6,12.7,18.5,31.2,286.06,946.98,0.0,0.0,32.5,5699,,12/12/1995,0
12,139.0,5.4,1.9,3.6,15.1,21.7,36.8,285.52,857.5,0.0,0.0,23.2,5685,,12/12/1995,0
0,143.8,6.8,4.5,18.4,18.1,26.5,44.6,285.91,938.46,0.0,0.0,23.6,5663,,13/12/1995,0
12,114.7,1.8,-2.2,12.2,18.1,24.7,42.8,288.59,896.44,-140.3,50.5,25.9,5676,,13/12/1995,0
0,56.3,12.7,11.5,-3.4,5.8,18.9,24.7,283.02,912.28,0.0,0.0,19.8,5690,,14/12/1995,0
12,69.8,7.6,5.9,5.8,-5.8,21.7,15.9,281.68,835.28,0.0,0.0,15.6,5660,,14/12/1995,0
0,79.5,13.4,13.8,8.0,9.5,21.7,31.2,281.25,925.37,0.0,0.0,14.3,5669,,15/12/1995,0
12,103.0,6.5,3.6,16.0,12.5,23.3,35.8,284.75,869.67,0.0,0.0,24.4,5686,,15/12/1995,0
0,87.6,11.5,10.7,10.6,11.5,21.9,33.4,283.26,930.56,0.0,0.0,22.2,5670,,16/12/1995,0
12,81.9,9.9,7.1,3.6,7.5,19.5,27.0,284.5,877.3,0.0,0.0,21.2,5701,,16/12/1995,0
0,87.3,13.3,7.1,6.0,-5.0,18.5,13.5,283.7,924.42,0.0,0.0,11.9,5701,,17/12/1995,0
12,110.5,9.9,6.9,-7.6,11.3,19.7,31.0,283.9,858.6,0.0,0.0,21.3,5734,,17/12/1995,0
0,134.2,11.1,9.3,1.8,14.1,19.3,33.4,284.59,930.1,0.0,0.0,20.4,5685,,18/12/1995,0
12,124.9,7.5,4.4,9.0,14.5,21.9,36.4,284.75,869.67,0.0,0.0,22.9,5718,,18/12/1995,0
0,93.5,14.4,14.0,7.0,9.1,20.3,29.4,282.98,947.8,0.0,0.0,20.1,5697,,19/12/1995,0
12,79.5,10.2,8.2,-5.4,6.6,19.3,25.9,281.73,843.8,0.0,0.0,16.0,5705,,19/12/1995,0
0,85.3,10.4,9.3,2.4,11.1,20.9,32.0,283.58,927.47,0.0,0.0,17.0,5658,,20/12/1995,0
12,79.5,7.4,4.2,0.4,2.4,22.9,25.3,285.45,887.59,0.0,0.0,21.7,5715,,20/12/1995,0
0,81.5,11.3,10.0,9.0,9.5,21.3,30.8,285.53,968.55,0.0,0.0,21.5,5662,,21/12/1995,0
12,110.2,4.3,1.4,14.0,15.3,28.7,44.0,284.75,869.67,0.0,0.0,22.2,5695,,21/12/1995,0
0,99.1,9.4,8.6,16.4,14.1,25.1,39.2,283.45,930.5,0.0,0.0,20.5,5649,,22/12/1995,0
12,141.6,3.8,-0.3,17.2,18.1,25.9,44.0,287.52,882.86,-262.3,5.4,25.5,5686,,22/12/1995,0
0,188.2,5.5,3.0,21.4,21.5,28.5,50.0,286.44,946.88,0.0,0.0,26.0,5660,,23/12/1995,0
12,205.3,-1.4,-5.3,30.4,23.3,27.5,50.8,288.73,906.48,-113.5,1139.9,32.6,5635,,23/12/1995,0
0,279.4,2.0,-0.4,34.6,24.9,29.3,54.2,286.83,946.76,-214.4,63.2,28.5,5610,,24/12/1995,0
12,111.9,0.3,-4.1,31.5,18.5,28.3,46.8,290.1,928.18,-88.3,1013.5,31.9,5643,,24/12/1995,0
0,188.0,2.9,1.0,25.8,22.1,29.5,51.6,286.1,949.75,0.0,0.0,24.9,5619,,25/12/1995,0
12,114.0,1.1,-1.4,13.8,18.9,24.3,43.2,284.91,873.37,-200.9,309.8,21.3,5590,,25/12/1995,0
0,138.9,7.5,5.7,25.4,18.3,25.3,43.6,285.95,952.53,0.0,0.0,25.4,5613,,26/12/1995,0
12,131.6,3.6,0.5,24.2,19.5,25.5,45.0,286.39,904.22,-142.4,44.2,24.2,5628,,26/12/1995,0
0,82.1,8.4,7.2,16.0,14.7,24.3,39.0,283.21,912.19,0.0,0.0,23.1,5641,,27/12/1995,0
12,143.0,4.7,2.3,18.0,17.9,25.3,43.2,284.88,898.27,-116.7,10.2,22.8,5633,,27/12/1995,0
0,131.3,8.3,8.0,-1.0,18.1,23.5,41.6,284.1,961.01,0.0,0.0,17.3,5595,,28/12/1995,0
12,64.0,6.1,3.8,1.2,9.2,21.5,30.7,283.96,877.64,0.0,0.0,20.6,5642,,28/12/1995,0
0,62.1,8.0,6.2,13.0,5.6,23.7,29.3,287.18,990.65,0.0,0.0,19.8,5614,,29/12/1995,0
12,73.7,5.8,3.4,5.0,0.2,24.7,24.9,284.71,887.99,0.0,0.0,16.8,5642,,29/12/1995,0
0,75.7,8.6,8.1,9.0,6.8,22.1,28.9,284.17,950.24,0.0,0.0,18.1,5602,,30/12/1995,0
12,56.3,5.5,3.3,8.8,9.0,25.9,34.9,283.53,862.78,0.0,0.0,17.7,5653,,30/12/1995,0
0,66.0,7.3,5.5,16.6,3.6,24.5,28.1,285.58,941.45,0.0,0.0,20.9,5625,,31/12/1995,0
12,67.9,9.7,6.5,11.8,0.2,19.5,19.7,286.76,904.07,-175.7,15.8,24.0,5644,,31/12/1995,0
0,66.0,10.3,9.1,15.2,3.0,22.1,25.1,287.57,999.1,0.0,0.0,27.5,5634,,01/01/1996,0
12,62.1,4.2,1.5,21.2,11.4,25.1,36.5,285.57,891.04,0.0,0.0,29.4,5629,,01/01/1996,0
0,158.7,9.7,6.0,23.4,14.5,23.3,37.8,288.86,968.03,0.0,0.0,32.1,5683,,02/01/1996,0
12,101.8,7.4,4.2,20.2,12.7,20.7,33.4,285.48,869.22,-237.8,42.7,28.1,5650,,02/01/1996,0
0,102.8,9.1,5.8,24.9,12.9,22.3,35.2,288.21,962.84,0.0,0.0,29.7,5655,,03/01/1996,0
12,124.2,4.2,1.2,22.6,14.5,23.9,38.4,285.16,861.71,-275.1,89.8,28.8,5638,,03/01/1996,0
0,159.6,7.3,4.4,26.7,18.1,21.3,39.4,287.41,946.61,0.0,0.0,32.7,5636,,04/01/1996,0
12,202.3,4.5,0.8,27.4,21.7,21.7,43.4,287.7,903.64,-110.7,94.4,32.0,5646,,04/01/1996,0
0,193.2,6.2,1.9,17.6,20.9,20.9,41.8,290.96,995.29,-3.7,103.3,34.0,5637,,05/01/1996,0
12,126.9,5.3,2.7,11.0,16.3,20.3,36.6,285.19,880.57,-161.0,43.5,22.6,5630,,05/01/1996,0
0,154.6,8.6,6.4,12.2,15.5,22.3,37.8,286.9,968.34,0.0,0.0,20.5,5647,,06/01/1996,0
12,141.3,7.2,3.6,17.6,14.9,18.5,33.4,287.32,903.79,-109.6,36.4,30.4,5663,,06/01/1996,0
0,62.1,9.3,7.9,12.2,8.2,21.9,30.1,285.6,955.34,0.0,0.0,22.9,5615,,07/01/1996,0
12,104.8,4.6,2.2,22.6,15.3,23.9,39.2,284.54,873.58,-263.2,0.4,25.7,5633,,07/01/1996,0
0,98.4,9.7,7.6,11.6,13.5,21.1,34.6,286.1,949.75,0.0,0.0,27.9,5653,,08/01/1996,0
12,105.3,2.0,0.3,14.4,18.7,22.9,41.6,283.0,859.21,-231.2,35.0,20.1,5593,,08/01/1996,0
0,142.3,9.8,8.0,11.4,16.3,22.1,38.4,285.53,949.91,0.0,0.0,21.3,5668,,09/01/1996,0
12,62.1,5.4,4.0,7.6,5.2,22.9,28.1,281.94,851.94,0.0,0.0,18.8,5625,,09/01/1996,0
0,136.5,7.1,6.8,17.6,20.3,24.9,45.2,283.47,942.06,0.0,0.0,19.8,5613,,10/01/1996,0
12,54.3,3.9,2.3,8.0,12.4,23.3,35.7,283.0,859.21,-275.8,8.9,18.1,5619,,10/01/1996,0
0,165.8,4.1,1.9,26.8,21.3,24.1,45.4,286.92,941.06,-83.9,12.7,29.2,5598,,11/01/1996,0
12,153.8,2.1,-2.2,29.4,17.9,25.1,43.0,290.05,912.46,-90.9,447.0,33.0,5656,,11/01/1996,0
0,176.0,7.3,5.0,20.0,19.1,22.9,42.0,287.43,963.0,0.0,0.0,24.2,5619,,12/01/1996,0
12,146.4,7.2,5.0,11.4,14.1,22.1,36.2,283.37,854.97,0.0,0.0,20.9,5669,,12/01/1996,0
0,71.8,9.9,9.5,5.4,10.0,20.3,30.3,283.66,942.0,0.0,0.0,17.5,5623,,13/01/1996,0
12,93.1,10.4,10.0,3.8,8.9,18.5,27.4,278.42,815.32,0.0,0.0,16.0,5645,,13/01/1996,0
0,96.4,10.8,11.2,8.8,11.7,21.3,33.0,283.02,950.55,0.0,0.0,19.4,5620,,14/01/1996,0
12,211.5,6.4,4.1,25.4,21.3,23.3,44.6,284.21,870.01,0.0,0.0,28.3,5677,,14/01/1996,0
0,211.0,6.8,3.7,25.8,22.5,22.7,45.2,288.72,975.75,0.0,0.0,35.3,5648,,15/01/1996,0
12,256.3,5.7,0.7,31.7,20.9,21.5,42.4,290.98,924.82,-73.0,164.7,39.2,5698,,15/01/1996,0
0,252.5,6.9,3.6,27.4,23.3,24.7,48.0,288.38,960.16,0.0,0.0,31.9,5665,,16/01/1996,0
12,237.1,1.2,-4.1,29.0,22.9,24.7,47.6,291.73,924.55,-66.4,1267.4,37.0,5678,,16/01/1996,0
0,213.5,4.6,0.4,36.5,23.1,25.9,49.0,290.76,995.29,-70.5,0.2,38.3,5642,,17/01/1996,0
12,130.3,7.5,3.5,13.2,9.3,23.1,32.4,288.72,934.68,-123.8,47.9,28.7,5673,,17/01/1996,0
0,189.2,9.6,6.6,13.8,16.3,21.3,37.6,288.96,997.67,0.0,0.0,32.5,5660,,18/01/1996,0
12,190.4,7.6,4.9,1.8,18.5,18.5,37.0,285.91,901.14,-104.7,39.9,33.0,5643,,18/01/1996,0
0,194.8,9.0,8.4,-2.0,20.7,20.7,41.4,284.69,960.89,0.0,0.0,29.7,5624,,19/01/1996,0
12,224.2,7.7,6.1,7.8,21.3,21.5,42.8,284.34,905.2,0.0,0.0,33.4,5646,,19/01/1996,0
0,85.4,11.3,9.7,-2.8,5.4,19.9,25.3,286.57,978.53,0.0,0.0,24.3,5642,,20/01/1996,0
12,81.5,6.3,3.9,-1.4,-1.8,22.7,20.9,285.83,911.03,0.0,0.0,20.6,5645,,20/01/1996,0
0,130.6,8.3,8.7,1.0,16.1,20.7,36.8,283.71,961.07,0.0,0.0,18.1,5580,,21/01/1996,0
12,93.1,8.0,6.5,3.6,9.6,20.7,30.3,282.72,874.71,0.0,0.0,19.8,5650,,21/01/1996,0
0,116.7,11.3,11.7,-5.6,13.3,23.1,36.4,281.85,936.87,0.0,0.0,13.8,5645,,22/01/1996,0
12,101.2,9.0,6.8,-4.8,10.5,21.9,32.4,283.67,885.03,0.0,0.0,20.2,5701,,22/01/1996,0
0,95.1,10.6,10.3,6.2,5.4,23.9,29.3,283.66,955.8,0.0,0.0,16.9,5646,,23/01/1996,0
12,110.6,9.0,7.2,5.0,0.0,25.3,25.3,282.46,859.57,0.0,0.0,16.0,5681,,23/01/1996,0
0,108.6,11.3,10.8,3.4,6.2,22.7,28.9,283.47,942.06,0.0,0.0,17.7,5666,,24/01/1996,0
12,93.1,4.7,3.1,4.2,9.2,21.1,30.3,281.76,826.31,0.0,0.0,17.2,5628,,24/01/1996,0
0,79.5,11.3,11.7,0.0,11.1,22.7,33.8,280.14,897.32,0.0,0.0,14.0,5659,,25/01/1996,0
12,100.9,8.8,7.7,12.4,9.2,24.3,33.5,279.83,827.93,0.0,0.0,21.9,5700,,25/01/1996,0
0,112.8,11.8,11.3,16.8,11.5,22.1,33.6,284.05,955.7,0.0,0.0,24.5,5669,,26/01/1996,0
12,77.6,8.3,6.9,5.4,9.2,20.7,29.9,281.36,839.86,0.0,0.0,17.7,5652,,26/01/1996,0
0,108.9,12.6,11.4,-0.8,9.7,18.1,27.8,284.71,947.34,0.0,0.0,18.9,5674,,27/01/1996,0
12,77.6,14.1,12.1,-2.2,-13.4,20.3,6.9,281.36,839.86,0.0,0.0,19.8,5745,,27/01/1996,0
0,66.0,16.5,15.6,-1.2,-16.0,22.7,6.7,283.6,950.39,0.0,0.0,18.2,5738,,28/01/1996,0
12,81.5,11.8,10.8,0.8,-2.6,22.1,19.5,279.42,823.75,0.0,0.0,16.3,5696,,28/01/1996,0
0,152.2,13.4,12.6,3.6,12.5,19.7,32.2,283.62,939.19,0.0,0.0,19.6,5676,,29/01/1996,0
12,111.3,10.0,8.1,2.0,9.5,21.1,30.6,281.89,839.43,0.0,0.0,20.9,5708,,29/01/1996,0
0,134.7,10.3,10.9,10.4,17.3,23.9,41.2,281.98,945.3,0.0,0.0,17.2,5643,,30/01/1996,0
12,132.8,7.7,6.4,10.2,15.5,25.5,41.0,281.4,852.31,0.0,0.0,19.5,5682,,30/01/1996,0
0,125.0,10.7,11.9,12.4,17.7,25.3,43.0,281.75,958.88,0.0,0.0,16.4,5630,,31/01/1996,0
12,152.2,9.7,8.5,10.0,14.5,26.3,40.8,280.31,844.89,0.0,0.0,21.2,5713,,31/01/1996,0
0,133.8,7.4,10.3,20.8,21.3,29.3,50.6,281.62,981.77,0.0,0.0,12.6,5563,,01/02/1996,0
12,141.5,1.4,0.9,17.0,21.3,29.3,50.6,280.85,844.5,0.0,0.0,11.8,5566,,01/02/1996,0
0,99.8,7.8,8.4,16.6,19.5,28.1,47.6,282.93,961.23,0.0,0.0,13.5,5611,,02/02/1996,0
12,66.0,4.6,2.0,10.2,8.4,26.3,34.7,284.57,869.8,0.0,0.0,16.4,5659,,02/02/1996,0
0,200.0,3.6,2.8,16.6,21.3,32.1,53.4,285.14,968.61,0.0,0.0,24.1,5632,,03/02/1996,0
12,109.5,1.5,-1.9,28.8,17.1,26.5,43.6,286.24,860.98,-272.4,160.5,27.0,5650,,03/02/1996,0
0,121.2,6.3,4.7,26.0,17.5,25.1,42.6,285.95,952.53,0.0,0.0,24.0,5611,,04/02/1996,0
12,58.2,7.4,5.6,1.8,0.2,24.3,24.5,281.1,817.64,0.0,0.0,14.2,5684,,04/02/1996,0
0,56.3,6.0,4.7,6.2,6.8,25.9,32.7,285.6,955.34,0.0,0.0,12.5,5616,,05/02/1996,0
12,85.4,3.8,0.5,7.0,14.9,27.1,42.0,285.81,872.79,0.0,0.0,19.6,5684,,05/02/1996,0
0,80.3,6.6,5.5,2.4,15.3,24.5,39.8,285.92,968.49,0.0,0.0,16.7,5603,,06/02/1996,0
12,138.8,3.1,-0.2,5.6,18.5,26.7,45.2,285.13,845.47,-488.6,14.1,21.3,5685,,06/02/1996,0
0,120.5,7.1,6.2,3.6,19.1,24.3,43.4,284.08,933.24,0.0,0.0,16.6,5624,,07/02/1996,0
12,109.3,3.3,0.0,3.4,17.3,23.9,41.2,285.52,853.47,-277.7,5.9,21.1,5668,,07/02/1996,0
0,95.0,7.0,5.9,4.4,17.1,25.3,42.4,285.14,950.0,0.0,0.0,18.2,5628,,08/02/1996,0
12,127.7,3.3,0.0,13.0,17.5,25.3,42.8,285.31,845.35,-359.4,15.9,23.7,5674,,08/02/1996,0
0,139.2,5.9,4.4,15.6,20.9,26.3,47.2,285.76,952.59,0.0,0.0,21.2,5606,,09/02/1996,0
12,164.8,5.5,2.4,12.8,17.5,24.5,42.0,284.54,837.39,-443.4,6.7,23.9,5678,,09/02/1996,0
0,92.5,4.5,3.0,10.0,16.1,26.3,42.4,285.39,941.51,0.0,0.0,20.5,5597,,10/02/1996,0
12,141.6,2.5,-0.4,13.8,19.3,25.9,45.2,283.79,820.02,-490.0,144.3,22.6,5652,,10/02/1996,0
0,130.8,5.2,2.8,20.6,18.7,27.5,46.2,287.21,960.37,0.0,0.0,23.7,5633,,11/02/1996,0
12,132.6,1.9,-1.9,30.9,19.1,27.7,46.8,287.77,900.22,-181.7,223.6,32.5,5652,,11/02/1996,0
0,111.6,2.8,0.2,15.8,18.9,28.1,47.0,287.85,965.56,0.0,0.0,24.6,5606,,12/02/1996,0
12,175.9,4.8,1.0,10.8,18.7,19.9,38.6,287.96,900.13,-106.8,119.9,32.2,5650,,12/02/1996,0
0,87.1,5.5,3.5,8.4,14.9,25.5,40.4,285.66,935.65,0.0,0.0,22.0,5627,,13/02/1996,0
12,46.6,5.9,3.8,-1.8,7.2,21.9,29.1,283.85,870.25,0.0,0.0,22.6,5665,,13/02/1996,0
0,56.3,10.5,8.1,-3.0,4.6,22.7,27.3,286.88,965.74,0.0,0.0,23.8,5714,,14/02/1996,0
12,150.9,4.9,-1.2,0.2,15.3,18.7,34.0,293.28,961.93,-14.7,122.4,30.9,5726,,14/02/1996,0
0,95.2,10.3,8.5,3.8,12.5,24.1,36.6,286.57,978.53,0.0,0.0,24.9,5684,,15/02/1996,0
12,79.5,4.7,2.2,2.6,9.6,24.1,33.7,283.89,846.39,0.0,0.0,22.1,5676,,15/02/1996,0
0,118.5,9.3,7.1,15.6,11.9,22.9,34.8,287.02,960.43,0.0,0.0,21.9,5650,,16/02/1996,0
12,89.2,7.0,4.8,7.4,3.6,22.1,25.7,282.39,821.21,0.0,0.0,18.8,5683,,16/02/1996,0
0,162.6,13.0,10.0,13.0,12.5,23.3,35.8,287.18,957.72,0.0,0.0,28.2,5736,,17/02/1996,0
12,153.9,9.7,6.8,9.8,12.5,20.7,33.2,283.89,846.39,0.0,0.0,26.0,5730,,17/02/1996,0
0,79.8,10.4,8.0,5.6,10.5,21.5,32.0,285.6,932.72,0.0,0.0,25.8,5716,,18/02/1996,0
12,103.1,5.0,3.3,6.8,13.9,26.7,40.6,281.63,830.92,0.0,0.0,16.5,5682,,18/02/1996,0
0,85.4,9.4,7.3,0.8,5.6,24.3,29.9,286.48,965.81,0.0,0.0,18.1,5679,,19/02/1996,1
12,77.6,2.0,-0.7,14.2,10.0,28.5,38.5,283.36,815.69,-606.0,13.1,19.8,5677,,19/02/1996,1
0,267.8,-4.2,-10.4,33.8,22.7,31.7,54.4,294.72,990.28,-16.2,1688.4,30.6,5637,,20/02/1996,0
12,166.9,-1.5,-7.1,31.6,18.3,31.1,49.4,293.04,948.01,-70.1,1950.6,31.5,5669,,20/02/1996,0
0,242.9,0.1,-4.9,29.2,21.1,30.1,51.2,292.47,977.89,-104.2,1395.8,32.7,5659,,21/02/1996,0
12,123.8,-0.8,-6.5,32.7,15.7,29.5,45.2,293.29,950.82,-54.5,2239.7,33.2,5661,,21/02/1996,0
0,144.9,5.2,0.5,25.2,15.3,24.9,40.2,291.75,997.63,-77.3,97.3,33.4,5656,,22/02/1996,0
