GMT,SWEAT index,Showalter index,LIFTED index,K index,Cross totals index,Vertical totals index,Totals totals index,TLCL,PLCL,CINE,CAPE,PRECIPITABLE WATER,1000-500 THICKNESS,prob,Date,TH
12,29.1,3.4,1.4,9.2,7.8,27.5,35.3,277.95,700.33,0.0,0.0,19.5,5743,,13/04/1989,0
0,46.6,4.1,-2.6,4.2,2.4,26.3,28.7,293.68,933.12,-141.5,2.0,23.1,5773,,14/04/1989,0
12,124.5,-2.2,-9.2,10.8,12.9,31.9,44.8,293.63,835.13,-418.5,3599.0,39.1,5829,,14/04/1989,0
0,110.4,2.7,-5.5,19.0,12.1,29.7,41.8,296.67,966.81,-132.0,3463.5,33.4,5792,,15/04/1989,0
12,60.9,5.3,2.9,12.8,7.1,30.3,37.4,279.48,690.11,0.0,0.0,24.0,5847,,15/04/1989,0
0,73.7,1.5,-6.2,16.4,3.8,31.1,34.9,296.15,958.66,-166.5,2367.8,21.5,5762,,16/04/1989,1
12,74.9,-0.7,-8.8,18.2,10.5,30.5,41.0,296.73,932.17,-142.7,2092.8,29.4,5792,,16/04/1989,1
0,100.7,1.7,-6.5,8.4,9.3,30.3,39.6,297.14,972.12,-142.2,2266.1,27.8,5795,,17/04/1989,0
12,114.3,-0.9,-9.6,23.6,11.1,32.5,43.6,297.7,902.6,-192.9,6080.4,41.0,5823,,17/04/1989,0
0,44.6,2.0,-5.1,16.2,3.2,28.3,31.5,294.78,947.62,-146.0,1969.9,26.7,5764,,18/04/1989,0
12,75.5,0.9,-7.8,17.0,5.9,30.5,36.4,297.16,888.78,-236.7,1926.4,38.8,5840,,18/04/1989,0
0,134.3,1.0,-7.6,27.6,15.7,29.9,45.6,297.76,974.69,-81.8,3409.1,42.2,5752,,19/04/1989,0
12,140.3,3.6,-5.1,15.8,10.3,28.3,38.6,297.03,916.28,-177.9,1449.1,39.5,5845,,19/04/1989,0
0,161.6,2.6,-5.5,21.4,13.9,30.9,44.8,296.59,961.35,-196.1,2517.7,23.1,5786,,20/04/1989,0
12,78.3,-0.2,-5.6,8.0,9.1,30.5,39.6,290.19,805.01,-695.2,1956.7,29.5,5802,,20/04/1989,0
0,82.2,2.4,-4.6,7.4,10.3,31.5,41.8,294.59,947.65,-258.4,1765.3,24.9,5779,,21/04/1989,0
12,110.1,-0.2,-6.7,33.3,10.1,30.3,40.4,292.85,831.22,-457.8,2042.9,36.9,5821,,21/04/1989,0
0,161.1,-0.8,-9.1,18.0,16.3,30.5,46.8,297.79,977.34,-61.0,3759.3,33.3,5734,,22/04/1989,0
12,64.4,9.6,5.5,11.8,5.3,32.3,37.6,274.03,628.77,0.0,0.0,19.9,5830,,22/04/1989,0
0,106.7,-0.1,-6.2,13.0,5.0,31.5,36.5,293.68,933.12,-196.5,2824.4,18.2,5723,,23/04/1989,0
12,108.6,5.6,-2.5,20.0,8.1,31.7,39.8,289.68,791.95,-607.5,649.1,28.1,5848,,23/04/1989,0
0,118.2,6.4,-3.0,13.8,7.5,30.3,37.8,298.38,977.28,-216.3,294.1,35.8,5862,,24/04/1989,0
12,48.9,-1.9,-10.0,17.0,7.9,32.9,40.8,296.51,878.04,-270.3,2729.9,38.6,5831,,24/04/1989,0
0,99.1,-1.1,-8.6,23.6,13.7,36.1,49.8,295.1,944.63,-355.5,2010.0,32.0,5822,,25/04/1989,0
12,138.1,-6.0,-14.2,20.4,14.3,37.5,51.8,296.88,896.01,-288.1,4832.2,33.7,5797,,25/04/1989,0
0,86.7,-2.1,-10.4,20.6,11.3,34.3,45.6,297.46,966.69,-137.7,3554.3,29.9,5744,,26/04/1989,1
12,213.1,2.2,-4.9,26.3,15.1,31.1,46.2,293.64,864.24,-477.2,599.8,41.4,5864,,26/04/1989,1
0,184.2,-1.8,-10.5,29.0,18.1,33.1,51.2,297.89,969.35,-102.6,3777.6,44.2,5781,,27/04/1989,1
12,498.8,-1.7,-10.6,43.9,26.3,34.1,60.4,297.89,925.58,-202.0,4514.2,57.9,5832,,27/04/1989,1
0,108.1,-1.3,-9.7,21.8,13.9,28.3,42.2,298.02,979.93,-40.4,3113.3,39.1,5720,,28/04/1989,0
12,369.4,-1.0,-8.0,33.6,24.1,28.9,53.0,294.37,863.85,-229.9,3267.8,47.4,5790,,28/04/1989,0
0,384.8,-1.6,-10.3,39.3,23.3,32.1,55.4,297.9,958.33,-87.0,2529.2,53.9,5776,,29/04/1989,1
12,214.5,6.6,0.3,32.5,17.3,29.1,46.4,286.41,806.37,-512.0,49.9,37.4,5753,,29/04/1989,1
0,64.0,-1.1,-9.7,16.0,8.0,30.5,38.5,298.35,974.62,-30.3,4281.9,33.8,5729,,30/04/1989,1
12,201.8,3.3,-4.8,28.7,14.7,25.5,40.2,297.03,929.0,-80.3,2997.0,44.3,5768,,30/04/1989,1
0,253.4,4.9,-3.9,32.3,21.1,24.3,45.4,298.41,983.8,-31.2,2670.9,49.0,5776,,01/05/1989,0
12,206.5,2.2,-5.3,18.2,16.5,26.3,42.8,295.05,878.8,-215.8,2647.6,41.9,5805,,01/05/1989,0
0,172.8,4.3,-4.7,22.2,10.9,28.1,39.0,298.04,966.6,-9.5,10.7,38.4,5797,,02/05/1989,0
12,191.2,2.9,-5.7,34.7,13.9,29.9,43.8,297.3,912.89,-213.0,3123.8,54.6,5835,,02/05/1989,0
0,159.4,2.0,-7.2,22.2,14.7,30.7,45.4,299.1,971.88,-116.2,5228.1,39.6,5770,,03/05/1989,0
12,235.9,5.7,-3.8,19.8,16.1,31.1,47.2,292.52,806.39,-541.0,1957.9,34.7,5889,,03/05/1989,0
0,153.4,1.1,-8.2,14.8,13.3,29.7,43.0,299.17,977.19,-77.8,5568.8,34.6,5787,,04/05/1989,0
12,50.4,11.9,6.9,7.6,0.6,27.9,28.5,279.46,692.05,0.0,0.0,18.9,5849,,04/05/1989,0
0,194.4,5.2,-3.8,34.7,15.5,29.7,45.2,297.8,963.91,-224.7,2610.7,45.2,5857,,05/05/1989,0
12,72.5,2.7,-6.2,13.0,3.9,29.3,33.2,297.72,888.5,-252.3,3162.1,38.8,5876,,05/05/1989,0
0,57.2,2.8,-6.1,17.8,6.3,32.3,38.6,297.51,958.39,-257.2,2656.4,30.1,5840,,06/05/1989,0
12,25.2,-2.2,-9.5,12.8,3.8,29.9,33.7,295.29,838.39,-353.2,4081.5,26.1,5809,,06/05/1989,0
0,115.5,3.3,-5.3,27.3,12.3,30.1,42.4,297.03,944.14,-197.5,2129.6,40.8,5837,,07/05/1989,0
12,341.3,-1.2,-8.9,41.7,23.9,29.7,53.6,295.92,846.57,-338.5,4331.8,58.3,5826,,07/05/1989,0
0,33.0,0.3,-8.2,10.2,5.0,31.1,36.1,297.46,955.58,-127.5,2870.2,29.5,5768,,08/05/1989,0
12,21.3,5.9,2.7,7.8,1.0,26.9,27.9,282.98,709.49,0.0,0.0,24.1,5835,,08/05/1989,0
0,247.3,7.7,-2.0,23.3,15.6,23.8,39.4,299.36,977.16,-68.7,463.2,49.0,5822,,09/05/1989,0
12,48.5,14.1,10.0,11.0,0.2,28.7,28.9,271.31,632.67,0.0,0.0,24.6,5804,,09/05/1989,0
0,117.2,5.3,-3.4,11.4,9.3,28.7,38.0,297.18,961.26,-254.8,406.3,33.8,5861,,10/05/1989,0
12,73.2,7.0,0.3,13.2,8.1,28.1,36.2,286.1,763.47,-798.5,94.3,24.1,5817,,10/05/1989,0
0,40.2,3.1,-5.1,9.4,6.7,28.3,35.0,296.73,958.54,-129.6,582.2,33.2,5802,,11/05/1989,0
12,48.5,3.7,-3.9,8.6,1.2,27.7,28.9,294.65,882.71,-374.5,1560.3,30.4,5867,,11/05/1989,0
0,322.0,2.1,-6.3,33.2,22.7,29.7,52.4,296.18,919.78,-190.6,3010.0,52.2,5829,,12/05/1989,0
12,112.4,4.5,-2.4,9.6,7.5,27.5,35.0,293.05,848.4,-474.8,1121.0,35.6,5864,,12/05/1989,0
0,234.3,1.6,-7.1,30.2,18.9,31.9,50.8,297.51,958.39,-135.9,3268.2,45.2,5812,,13/05/1989,1
12,284.7,3.9,-6.7,38.7,23.5,25.3,48.8,296.51,891.46,-46.6,1413.8,56.1,5768,,13/05/1989,1
0,95.6,8.6,2.1,7.2,7.7,26.5,34.2,294.0,972.52,0.0,0.0,32.5,5807,,14/05/1989,0
12,128.8,9.9,3.2,10.4,9.5,26.7,36.2,287.71,838.67,0.0,0.0,24.0,5777,,14/05/1989,0
0,228.6,0.8,-7.9,34.7,20.9,26.1,47.0,298.39,963.79,-15.0,2125.9,51.0,5762,,15/05/1989,1
12,254.4,6.5,-5.5,31.9,18.1,25.1,43.2,298.73,912.96,-76.5,3757.2,50.2,5862,,15/05/1989,1
0,375.8,7.4,0.5,41.1,25.1,26.5,51.6,294.36,956.22,-212.6,43.7,54.8,5807,,16/05/1989,0
12,313.6,4.0,-4.6,36.5,23.1,24.5,47.6,297.7,925.64,-93.3,3902.6,64.6,5803,,16/05/1989,0
0,332.3,3.0,-6.1,43.7,24.5,26.3,50.8,298.87,969.19,-21.2,2174.6,64.1,5790,,17/05/1989,1
12,291.7,7.7,-0.4,36.1,20.9,22.9,43.8,296.66,982.62,-4.8,0.1,60.1,5811,,17/05/1989,1
0,281.3,8.4,0.2,40.5,21.7,22.3,44.0,296.66,982.62,-79.1,34.0,67.6,5811,,18/05/1989,0
12,38.8,3.8,-4.3,2.0,1.6,24.1,25.7,296.65,916.4,-106.9,2863.3,24.9,5791,,18/05/1989,0
0,192.7,8.0,-1.1,29.9,16.3,24.1,40.4,297.84,982.53,-118.7,310.4,53.5,5847,,19/05/1989,0
12,268.7,6.0,-3.7,35.9,22.1,24.1,46.2,294.08,862.18,-105.7,2626.1,47.9,5798,,19/05/1989,0
0,247.4,7.0,-2.0,36.3,20.7,25.5,46.2,298.15,974.66,-100.8,1000.5,56.3,5818,,20/05/1989,0
12,219.1,5.4,-2.9,31.7,21.5,24.7,46.2,291.38,836.77,-171.1,2142.2,40.0,5764,,20/05/1989,0
0,190.8,8.0,-3.4,30.3,14.9,26.1,41.0,297.76,925.98,-66.3,3426.2,38.2,5822,,21/05/1989,0
12,267.8,7.4,-3.2,32.2,18.0,21.4,39.4,296.44,864.46,-84.8,5027.4,43.1,5811,,21/05/1989,0
0,221.1,9.2,-2.5,28.8,15.2,21.4,36.6,298.61,930.9,-8.7,1.5,40.0,5804,,22/05/1989,0
12,197.5,9.7,1.1,21.9,14.4,23.0,37.4,291.83,825.84,-260.8,131.2,35.0,5794,,22/05/1989,0
0,265.8,7.2,-3.5,26.2,22.7,23.7,46.4,296.68,935.92,-12.1,1729.8,44.3,5785,,23/05/1989,1
12,273.2,7.4,-2.4,36.9,20.3,23.5,43.8,294.39,871.43,-96.5,1988.3,52.7,5808,,23/05/1989,1
0,249.0,9.2,-0.4,40.9,19.7,23.7,43.4,294.02,892.12,-194.9,11.5,65.7,5805,,24/05/1989,0
12,228.7,3.8,-4.4,29.6,19.3,27.7,47.0,291.26,829.77,-228.8,1065.2,39.6,5751,,24/05/1989,0
0,379.8,10.0,-1.4,37.3,19.7,21.7,41.4,297.74,947.68,-0.2,6.4,66.0,5826,,25/05/1989,0
12,410.9,6.9,-4.6,46.1,24.9,25.9,50.8,297.57,913.15,-118.8,2172.8,70.8,5867,,25/05/1989,0
0,299.4,10.0,-0.2,36.0,18.0,20.0,38.0,295.36,900.14,-36.5,21.5,63.0,5812,,26/05/1989,0
12,369.3,8.4,-2.4,41.1,22.5,23.5,46.0,296.94,923.56,-61.9,673.8,64.9,5768,,26/05/1989,0
0,360.3,6.5,-3.5,43.9,23.5,23.9,47.4,296.71,940.7,-12.6,3807.3,65.3,5674,,27/05/1989,1
12,318.5,6.0,-3.8,38.3,20.3,23.1,43.4,295.09,888.96,-50.5,1980.8,52.3,5747,,27/05/1989,1
0,347.2,5.2,-5.1,37.3,23.7,23.9,47.6,296.41,928.62,-7.0,17.0,52.4,5740,,28/05/1989,0
12,255.3,9.5,-1.3,21.6,19.3,26.9,46.2,296.13,921.12,-152.3,122.6,45.8,5842,,28/05/1989,0
0,33.0,4.9,-4.1,10.0,2.8,26.9,29.7,298.8,979.84,-75.5,1414.0,38.0,5772,,29/05/1989,0
12,195.0,2.1,-5.9,25.2,15.7,27.3,43.0,296.39,903.15,-164.3,2547.3,46.9,5802,,29/05/1989,0
0,202.4,-0.9,-9.7,20.0,19.3,31.3,50.6,298.12,972.0,-71.8,1457.7,41.9,5780,,30/05/1989,1
12,291.4,4.9,-3.0,32.2,23.5,25.7,49.2,295.83,903.4,-181.7,919.3,57.0,5814,,30/05/1989,1
0,200.5,8.7,1.9,29.6,17.1,24.9,42.0,294.59,972.46,-163.5,100.0,49.2,5757,,31/05/1989,0
12,136.1,3.5,1.9,23.4,12.7,26.1,38.8,295.45,893.14,-205.1,61.4,36.2,5780,,31/05/1989,0
0,121.2,1.5,-7.5,27.2,14.5,27.5,42.0,299.0,984.73,-51.8,3304.0,55.7,5763,,01/06/1989,0
12,254.8,5.9,-1.6,31.8,19.7,25.5,45.2,294.89,893.42,-219.1,343.3,53.8,5825,,01/06/1989,0
0,264.9,9.4,0.5,36.0,18.8,23.2,42.0,297.46,966.69,-183.1,221.8,63.6,5834,,02/06/1989,0
12,189.3,6.7,-2.8,22.0,16.9,23.9,40.8,294.11,874.57,-88.2,1431.6,35.9,5750,,02/06/1989,0
0,148.1,7.3,-1.2,27.7,8.3,26.5,34.8,297.02,964.04,-169.7,291.6,47.8,5844,,03/06/1989,1
12,378.9,5.1,-7.1,47.5,24.7,27.1,51.8,299.54,896.4,-72.4,3890.5,65.2,5847,,03/06/1989,1
0,167.8,6.5,-1.0,29.5,15.5,24.9,40.4,295.99,974.9,-116.0,39.1,46.2,5776,,04/06/1989,0
12,247.1,3.6,-7.8,35.5,20.3,24.1,44.4,298.51,902.2,-27.7,5006.3,48.9,5773,,04/06/1989,0
0,213.2,6.4,-2.2,28.1,15.7,24.3,40.0,297.69,969.38,-116.5,357.3,55.1,5807,,05/06/1989,0
12,256.6,5.2,-4.3,28.4,23.3,25.7,49.0,294.2,877.53,-100.9,1794.9,38.4,5779,,05/06/1989,0
0,170.8,-0.7,-9.8,26.4,19.1,28.1,47.2,299.17,977.19,-6.5,2091.3,44.6,5761,,06/06/1989,0
12,258.1,7.5,-3.9,31.8,18.9,24.3,43.2,298.15,913.04,-49.2,3532.9,46.4,5796,,06/06/1989,0
0,250.9,6.9,-3.0,30.9,19.3,27.1,46.4,299.71,992.57,-133.6,1338.6,58.9,5847,,07/06/1989,1
12,382.3,5.1,-5.3,40.3,22.5,25.1,47.6,295.89,882.94,-62.8,2244.3,53.5,5797,,07/06/1989,1
0,208.5,5.1,-4.6,32.3,18.3,27.7,46.0,299.4,979.78,-135.4,1785.1,53.4,5842,,08/06/1989,0
12,336.5,6.9,-3.0,41.9,22.9,28.9,51.8,293.77,835.59,-321.1,1815.3,45.2,5878,,08/06/1989,0
0,149.1,4.6,-4.6,18.8,13.1,25.3,38.4,298.58,963.76,-57.9,1612.7,41.5,5820,,09/06/1989,1
12,317.9,8.8,0.2,31.6,22.5,28.1,50.6,291.28,826.14,-468.7,6.4,43.1,5831,,09/06/1989,1
0,198.5,8.2,-2.2,34.9,15.9,25.7,41.6,295.62,894.51,-135.7,1448.2,48.5,5827,,10/06/1989,0
12,266.1,7.1,-2.2,30.6,20.7,27.1,47.8,292.49,802.44,-437.8,1394.5,45.5,5864,,10/06/1989,0
0,234.5,7.9,-3.4,37.7,18.9,24.1,43.0,297.22,915.82,-47.0,2655.4,52.6,5839,,11/06/1989,0
12,229.2,8.1,-2.5,33.2,16.8,24.8,41.6,295.58,861.6,-181.9,8.3,45.2,5868,,11/06/1989,0
0,279.9,8.3,-2.0,37.3,21.7,23.5,45.2,295.6,926.23,-84.4,473.4,52.8,5804,,12/06/1989,0
12,301.5,5.1,-6.4,41.1,23.7,25.1,48.8,298.32,923.4,-15.0,2676.0,57.3,5797,,12/06/1989,0
0,231.2,9.4,-1.4,34.3,18.1,21.1,39.2,296.91,940.68,-2.1,160.8,58.4,5778,,13/06/1989,1
12,330.5,8.8,-1.4,40.1,23.7,23.7,47.4,296.12,940.73,-94.4,76.6,63.5,5753,,13/06/1989,1
0,319.7,12.3,2.7,36.0,17.8,18.8,36.6,295.08,933.62,0.0,0.0,66.6,5740,,14/06/1989,0
12,306.0,8.1,-3.1,40.5,21.1,21.3,42.4,297.87,935.84,-3.1,1793.4,64.2,5763,,14/06/1989,0
0,296.4,9.5,-1.0,34.3,19.5,22.7,42.2,296.2,913.37,-61.2,757.4,55.9,5803,,15/06/1989,0
12,271.7,6.9,-4.0,34.9,21.7,24.3,46.0,297.06,933.48,-22.0,1360.5,52.0,5782,,15/06/1989,0
0,155.2,6.4,-2.2,26.5,12.7,28.1,40.8,292.13,872.23,-187.9,371.6,35.7,5781,,16/06/1989,1
12,231.6,5.6,-3.9,41.5,21.3,27.5,48.8,293.29,856.08,-223.7,251.4,52.0,5839,,16/06/1989,1
0,240.5,8.0,0.0,36.9,18.9,25.7,44.6,296.71,990.19,-190.5,34.9,62.8,5820,,17/06/1989,0
12,231.6,5.9,-1.4,37.1,20.9,22.1,43.0,295.61,950.3,-32.1,367.8,61.9,5764,,17/06/1989,0
0,188.9,7.2,0.1,32.5,17.5,19.9,37.4,295.6,974.96,-6.5,237.7,56.0,5764,,18/06/1989,0
12,255.6,8.7,-2.7,38.2,18.8,21.4,40.2,297.71,910.46,-27.5,2193.9,64.6,5831,,18/06/1989,0
0,271.1,9.2,0.4,35.5,19.7,20.9,40.6,297.65,982.53,0.0,0.0,66.6,5851,,19/06/1989,0
12,238.9,8.3,-1.7,32.3,18.5,21.5,40.0,295.36,900.14,-31.5,553.3,51.1,5784,,19/06/1989,0
0,299.7,9.0,-2.0,41.5,21.9,21.9,43.8,296.95,947.71,-1.0,918.9,66.1,5837,,20/06/1989,0
12,320.8,7.2,-4.1,41.9,23.5,23.7,47.2,298.34,947.68,-4.3,0.0,61.4,5764,,20/06/1989,0
0,290.9,9.7,-1.1,39.5,20.7,21.3,42.0,297.11,940.68,-12.1,1707.4,63.9,5777,,21/06/1989,0
12,300.1,10.2,-0.8,35.0,19.6,20.2,39.8,296.98,926.06,-9.7,2.5,62.2,5823,,21/06/1989,0
0,335.8,7.9,-1.5,44.3,22.3,22.3,44.6,300.15,949.99,0.0,3591.4,75.4,5874,Prob,22/06/1989,0
12,290.9,6.8,-4.6,41.3,22.1,24.1,46.2,297.57,913.15,-25.2,2717.6,59.7,5847,,22/06/1989,0
0,280.0,6.2,-3.2,36.3,20.3,22.3,42.6,298.83,982.44,-5.5,1551.1,56.9,5822,,23/06/1989,0
12,259.5,8.8,-2.3,34.5,20.5,24.7,45.2,296.74,923.56,-65.1,1371.0,51.1,5832,,23/06/1989,0
0,208.2,5.3,-3.9,33.1,17.7,22.1,39.8,298.86,985.03,-2.3,1758.3,55.6,5800,,24/06/1989,0
12,209.2,4.8,-5.1,30.5,18.7,23.7,42.4,295.49,897.33,-34.2,1940.8,39.3,5748,,24/06/1989,0
0,275.6,4.0,-5.4,43.1,22.7,26.3,49.0,299.0,979.84,-32.2,4138.0,66.2,5826,,25/06/1989,0
12,232.2,8.0,-2.5,28.7,17.9,24.5,42.4,296.3,908.05,-61.0,589.6,43.6,5795,,25/06/1989,0
0,254.7,6.7,-4.5,35.9,21.7,21.9,43.6,298.15,949.99,5.7,4092.3,54.2,5773,Prob,26/06/1989,0
12,295.9,7.2,-3.6,38.5,21.9,23.9,45.8,296.55,923.59,-22.1,1673.0,56.0,5818,,26/06/1989,0
0,245.3,7.6,-2.3,33.9,20.9,23.3,44.2,295.32,940.76,-13.6,2287.0,45.5,5799,,27/06/1989,0
0,272.6,5.7,-4.4,37.1,23.5,26.1,49.6,295.65,931.14,-47.5,2288.2,43.7,5777,,28/06/1989,0
12,282.4,10.2,1.5,38.5,20.5,22.7,43.2,292.6,898.02,0.0,0.0,51.9,5797,,28/06/1989,0
0,254.3,9.3,-1.5,32.9,18.1,22.5,40.6,296.3,908.05,-58.4,363.3,51.7,5836,,29/06/1989,0
12,322.3,6.5,-4.5,42.3,23.5,26.3,49.8,296.52,899.86,-105.1,2961.6,58.9,5843,,29/06/1989,0
0,275.4,8.8,-2.1,42.1,22.3,22.3,44.6,296.93,945.37,-3.4,7.9,60.4,5824,,30/06/1989,0
12,298.6,8.0,-3.1,42.1,23.1,23.1,46.2,297.29,938.29,-7.7,2810.4,60.5,5810,,30/06/1989,0
0,330.6,5.4,-4.0,44.7,24.9,25.1,50.0,298.51,969.02,-57.9,45.2,73.0,5857,,01/07/1989,0
12,304.7,7.7,-4.0,43.7,22.9,23.1,46.0,298.66,935.79,-7.0,0.2,70.2,5814,,01/07/1989,0
0,351.5,10.1,-2.3,47.0,23.0,24.2,47.2,299.53,945.32,-83.3,1150.4,84.8,5862,,02/07/1989,0
0,352.2,3.6,-8.8,47.1,25.3,25.9,51.2,300.27,938.12,-3.1,7579.0,66.5,5815,,03/07/1989,0
12,281.3,8.9,-2.2,40.3,19.9,21.9,41.8,296.74,910.63,-28.6,1672.8,62.5,5850,,03/07/1989,0
0,289.7,7.5,-4.7,45.9,23.3,24.1,47.4,299.08,938.18,-19.3,2389.2,70.0,5860,,04/07/1989,1
12,270.9,6.2,-5.4,43.7,23.7,24.7,48.4,298.52,942.98,-5.4,2274.7,66.6,5811,,04/07/1989,1
0,269.6,5.1,-3.8,43.3,24.1,24.5,48.6,298.27,985.06,-48.5,1634.7,77.1,5805,,05/07/1989,1
12,270.5,8.6,-0.5,40.9,20.9,21.3,42.2,298.46,985.03,-41.8,242.1,73.3,5825,,05/07/1989,1
0,267.3,6.3,-3.2,40.9,21.7,23.5,45.2,298.88,987.56,-3.6,3.3,65.7,5830,,06/07/1989,0
12,263.4,5.5,-3.1,42.1,21.7,22.9,44.6,297.15,941.15,-55.0,1590.8,71.0,5840,,06/07/1989,0
0,279.5,8.7,1.2,39.7,20.1,21.1,41.2,295.47,953.17,0.0,0.0,69.8,5800,,07/07/1989,0
12,284.6,6.6,-2.8,38.1,21.1,23.9,45.0,298.43,955.4,-76.2,1887.9,72.2,5867,,07/07/1989,0
0,210.6,3.0,-6.2,34.3,20.1,23.3,43.4,298.83,982.44,-3.9,3893.6,57.0,5781,,08/07/1989,0
0,248.0,5.5,-3.9,38.5,21.9,24.9,46.8,298.41,979.87,-42.2,1253.3,62.8,5836,,09/07/1989,0
12,200.0,4.7,-4.3,23.2,16.9,23.7,40.6,297.13,919.48,-94.0,11.0,52.3,5888,,09/07/1989,0
0,228.3,7.1,-1.9,35.7,18.1,22.5,40.6,298.12,972.0,-32.3,938.9,59.8,5816,,10/07/1989,0
12,308.5,10.7,-1.8,39.6,19.6,21.2,40.8,299.12,912.88,-39.4,3355.4,65.8,5898,,10/07/1989,0
0,296.3,4.9,-4.6,43.9,23.7,27.1,50.8,298.71,971.91,-97.1,2277.1,66.6,5865,,11/07/1989,1
12,283.9,8.8,-2.8,43.4,21.8,22.8,44.6,297.66,907.8,-45.8,772.1,66.3,5863,,11/07/1989,1
0,269.1,7.4,-1.7,42.5,21.3,24.3,45.6,298.41,979.87,-56.2,504.6,72.1,5836,,12/07/1989,1
12,257.1,4.8,-7.1,37.3,23.3,25.7,49.0,298.72,942.98,-1.1,955.7,50.0,5844,,12/07/1989,1
0,240.9,5.4,-3.5,37.5,20.5,24.5,45.0,297.96,974.69,-55.2,874.0,62.4,5824,,13/07/1989,1
12,299.0,8.6,-1.0,46.3,23.1,26.1,49.2,298.27,985.06,-285.2,33.2,86.4,5918,,13/07/1989,1
0,266.8,9.3,0.5,38.3,20.1,21.3,41.4,297.51,990.16,0.0,0.0,76.0,5850,,14/07/1989,0
12,248.6,4.6,-3.9,35.7,20.5,21.3,41.8,297.35,949.91,-15.1,2896.7,60.7,5793,,14/07/1989,0
0,258.6,8.1,-1.0,38.5,20.9,24.9,45.8,297.67,985.09,-146.0,324.3,69.2,5863,,15/07/1989,0
12,324.6,3.4,-4.6,40.7,23.7,28.1,51.8,295.17,886.12,-301.4,978.2,63.4,5880,,15/07/1989,0
0,262.8,9.3,-0.1,39.2,19.8,21.4,41.2,298.21,979.9,-50.8,0.3,75.1,5870,,16/07/1989,1
12,273.0,5.6,-4.1,38.1,22.1,23.5,45.6,299.02,966.45,-60.4,6.0,73.1,5871,,16/07/1989,1
0,234.5,6.2,-3.2,34.1,20.5,22.7,43.2,298.44,982.47,-11.2,5.4,62.3,5856,,17/07/1989,0
12,301.2,7.1,-3.8,44.7,23.5,26.1,49.6,295.9,876.98,-169.1,2497.1,69.3,5873,,17/07/1989,0
0,308.2,5.2,-6.8,39.3,24.9,24.9,49.8,298.83,933.34,-7.1,4426.6,61.5,5825,,18/07/1989,1
12,252.7,7.2,-5.0,34.5,20.5,20.9,41.4,298.94,925.84,-7.2,873.1,55.4,5832,,18/07/1989,1
0,255.5,8.1,-0.8,38.1,21.5,22.3,43.8,297.87,985.09,-79.1,43.2,75.1,5842,,19/07/1989,1
12,248.3,8.7,-2.6,36.5,19.5,21.5,41.0,297.32,910.55,-26.1,643.8,62.9,5844,,19/07/1989,1
0,212.0,11.5,3.2,34.1,17.7,21.7,39.4,291.8,906.29,0.0,0.0,50.1,5800,,20/07/1989,0
12,272.4,6.8,-5.0,41.3,21.5,22.3,43.8,298.91,923.32,-10.7,2301.6,65.6,5821,,20/07/1989,0
0,261.5,8.4,-2.3,38.7,20.9,21.3,42.2,296.5,938.31,-2.3,862.0,59.4,5809,,21/07/1989,1
12,292.2,11.7,3.2,33.9,19.1,21.1,40.2,291.32,884.32,0.0,0.0,52.3,5851,,21/07/1989,1
0,330.8,7.0,-3.6,39.7,23.5,24.7,48.2,296.34,945.4,-38.5,1974.3,56.7,5814,,22/07/1989,1
12,339.1,6.8,-4.6,35.1,20.3,22.5,42.8,297.22,905.19,-26.8,13.8,58.3,5862,,22/07/1989,1
0,305.6,7.3,-3.2,40.5,23.1,24.1,47.2,296.12,940.73,-17.1,1417.7,53.9,5806,,23/07/1989,0
12,329.5,6.1,-6.3,43.5,24.1,24.5,48.6,299.25,935.76,-5.7,2042.9,70.0,5872,,23/07/1989,0
0,306.3,9.6,0.2,40.8,20.6,21.2,41.8,298.46,985.03,-137.5,0.4,77.5,5875,,24/07/1989,1
12,250.0,9.6,0.3,31.7,20.9,21.5,42.4,293.55,918.95,-101.5,3.8,45.2,5821,,24/07/1989,1
0,237.8,8.1,-2.5,36.3,21.5,22.7,44.2,296.1,938.34,-4.2,6.6,50.5,5827,,25/07/1989,0
12,119.9,11.3,4.4,14.6,9.7,22.9,32.6,286.43,814.11,0.0,0.0,27.3,5880,,25/07/1989,0
0,278.3,6.5,-4.8,40.3,23.1,23.7,46.8,297.71,940.65,-3.7,2176.4,56.2,5815,,26/07/1989,0
12,354.0,7.3,-0.3,47.4,22.8,23.8,46.6,302.15,949.99,0.0,976.7,79.1,5850,Prob,26/07/1989,0
0,273.5,9.6,-1.5,38.5,19.7,21.7,41.4,297.51,940.65,-16.1,571.8,57.9,5796,,27/07/1989,0
12,346.9,4.0,-8.0,45.9,25.7,25.7,51.4,299.17,928.34,-7.7,5146.8,67.0,5807,,27/07/1989,0
0,281.5,9.5,-2.1,43.7,22.3,22.3,44.6,298.13,945.34,-20.3,284.1,71.8,5835,,28/07/1989,0
12,302.1,9.2,-2.3,39.1,20.3,21.9,42.2,297.87,935.84,-9.8,0.5,69.9,5834,,28/07/1989,0
0,299.3,12.9,-2.3,36.7,19.1,19.1,38.2,294.09,933.7,0.0,0.0,49.9,5834,,29/07/1989,0
12,260.6,8.6,-2.0,38.1,19.9,22.3,42.2,296.16,923.65,-20.3,359.0,60.8,5823,,29/07/1989,0
